name,cmc,price,color
Common Cause,3,0.24,#ffffff
Concerted Effort,4,7.35,#ffffff
Condemn,1,3.3,#ffffff
Conqueror's Pledge,5,0.35,#ffffff
Consulate Crackdown,5,0.21,#ffffff
Containment Priest,2,0.33,#ffffff
Convalescence,2,0.27,#ffffff
Convalescent Care,3,0.25,#ffffff
Cornered Market,3,0.36,#ffffff
Cosmic Intervention,4,4.92,#ffffff
Council's Judgment,3,1.82,#ffffff
Court of Grace,4,2.13,#ffffff
Cover of Winter,3,0.37,#ffffff
Crackdown,3,6.28,#ffffff
Cradle of Vitality,4,0.91,#ffffff
Crested Sunmare,5,8.66,#ffffff
Crovax- Ascendant Hero,6,0.54,#ffffff
Crusading Knight,4,1.05,#ffffff
Cubwarden,4,0.37,#ffffff
Custodi Soulbinders,4,0.25,#ffffff
Daghatar the Adamant,4,0.14,#d78f42
Darien- King of Kjeldor,6,4.25,#ffffff
Daring Archaeologist,4,0.11,#ffffff
Dawnbreak Reclaimer,6,0.54,#ffffff
Dawnbringer Charioteers,4,0.14,#ffffff
Dawn Elemental,4,0.66,#ffffff
Dawn of Hope,2,3.06,#ffffff
Daybreak Coronet,2,4.7,#ffffff
Day of Destiny,4,5.68,#ffffff
Day of Judgment,4,3.0,#ffffff
Dearly Departed,6,0.07,#ffffff
Deathless Angel,6,1.7,#ffffff
Death or Glory,5,0.43,#ffffff
Debt of Loyalty,3,29.98,#ffffff
Declaration in Stone,2,0.4,#ffffff
Decree of Justice,4,0.1,#ffffff
Defender of the Order,4,0.18,#ffffff
Degavolver,2,0.23,#d78f42
Deicide,2,0.21,#ffffff
Delaying Shield,4,4.74,#ffffff
Deploy the Gatewatch,6,0.96,#ffffff
Deploy to the Front,7,0.86,#ffffff
Descend upon the Sinful,6,0.28,#ffffff
Devoted Caretaker,1,1.66,#ffffff
Devout Invocation,7,1.74,#ffffff
Devout Lightcaster,3,0.31,#ffffff
Dictate of Heliod,5,0.43,#ffffff
Dimensional Breach,7,0.35,#ffffff
Disenchant,2,1.64,#ffffff
Dismantling Wave,3,0.64,#ffffff
Divine Deflection,1,0.18,#ffffff
Divine Presence,3,1.02,#ffffff
Divine Reckoning,4,0.42,#ffffff
Divine Retribution,2,2.82,#ffffff
Divine Sacrament,3,1.56,#ffffff
Divine Transformation,4,17.67,#ffffff
Divine Visitation,5,13.61,#ffffff
Djeru- With Eyes Open,5,0.31,#ffffff
Dogged Hunter,3,0.25,#ffffff
Do-It-Yourself Seraph,6,0.89,#ffffff
Dominaria's Judgment,3,0.28,#ffffff
Doomed Artisan,3,0.15,#ffffff
Doomskar,5,3.83,#ffffff
Dragonscale General,4,0.16,#ffffff
Drannith Magistrate,2,5.51,#ffffff
Drawn Together,4,0.46,#ffffff
Drogskol Cavalry,7,0.16,#ffffff
Duelist's Heritage,3,3.57,#ffffff
Dusk // Dawn,9,0.47,#ffffff
Dust Elemental,4,0.52,#ffffff
Earnest Fellowship,2,0.81,#ffffff
Eerie Interlude,3,0.99,#ffffff
Eidolon of Countless Battles,3,0.9,#ffffff
Eidolon of Obstruction,2,0.17,#ffffff
Eight-and-a-Half-Tails,2,1.62,#ffffff
Eightfold Maze,3,44.99,#ffffff
Elder Land Wurm,7,0.3,#ffffff
Elesh Norn- Grand Cenobite,7,21.31,#ffffff
Elite Archers,6,0.16,#ffffff
Elite Inquisitor,2,0.41,#ffffff
Elspeth Conquers Death,5,2.32,#ffffff
Elspeth- Knight-Errant,4,12.24,#ffffff
Elspeth's Devotee,4,0.12,#ffffff
Elspeth- Sun's Nemesis,4,1.34,#ffffff
Elspeth Tirel,5,9.16,#ffffff
Elspeth- Undaunted Hero,5,0.79,#ffffff
Emeria Angel,4,0.52,#ffffff
Emeria's Call // Emeria- Shattered Skyclave,7,3.28,#ffffff
Emeria Shepherd,7,0.46,#ffffff
Emiel the Blessed,4,34.28,#d78f42
Empyrial Storm,6,0.23,#ffffff
End Hostilities,5,0.36,#ffffff
Endless Horizons,4,9.44,#ffffff
Enduring Ideal,7,6.39,#ffffff
Enduring Renewal,4,3.33,#ffffff
Enlightened Tutor,1,49.28,#ffffff
Entrapment Maneuver,4,1.09,#ffffff
Entreat the Angels,3,1.43,#ffffff
Equipoise,3,23.59,#ffffff
Essence Sliver,4,5.18,#ffffff
Eternal Dragon,7,0.12,#ffffff
Ethereal Champion,5,0.26,#ffffff
Ethersworn Canonist,2,2.77,#ffffff
Evangelize,5,0.3,#ffffff
Evra- Halcyon Witness,6,0.18,#ffffff
Exalted Angel,6,3.59,#ffffff
Exile,3,1.08,#ffffff
Exiled Doomsayer,2,0.25,#ffffff
Exorcist,2,25.8,#ffffff
Exquisite Archangel,7,3.07,#ffffff
Eye of Singularity,4,5.13,#ffffff
Fabled Hero,3,0.29,#ffffff
Faith Healer,2,1.09,#ffffff
Faith's Reward,4,1.89,#ffffff
Fall of the Thran,6,0.22,#ffffff
False Dawn,2,0.29,#ffffff
False Prophet,4,0.88,#ffffff
Fated Retribution,7,0.3,#ffffff
Favor of the Mighty,2,0.54,#ffffff
Felidar Retreat,4,1.72,#ffffff
Felidar Sovereign,6,1.59,#ffffff
Fell the Mighty,5,3.91,#ffffff
Feudkiller's Verdict,6,0.35,#ffffff
Field Marshal,3,3.28,#ffffff
Fiendslayer Paladin,3,1.51,#ffffff
Fight or Flight,4,0.46,#ffffff
Finale of Glory,2,3.12,#ffffff
Final Judgment,6,2.77,#ffffff
Flavor Judge,2,0.23,#ffffff
Flawless Maneuver,3,10.42,#ffffff
Flicker,2,1.05,#ffffff
Flickerform,2,1.13,#ffffff
Force Bubble,4,0.34,#ffffff
Force of Virtue,4,0.19,#ffffff
Formation,2,2.48,#ffffff
Fortunate Few,5,0.27,#ffffff
Fountain Watch,5,7.33,#ffffff
Frankie Peanuts,4,0.17,#ffffff
Frontline Medic,3,0.2,#ffffff
Fumigate,5,2.5,#ffffff
Galepowder Mage,4,0.28,#ffffff
Geist-Honored Monk,5,0.17,#ffffff
General Jarkeld,4,4.42,#ffffff
General Tazri,5,0.51,#d78f42
Gerrard Capashen,5,0.38,#ffffff
Gerrard's Wisdom,4,0.54,#ffffff
Ghosts of the Innocent,7,0.2,#ffffff
Ghostway,3,15.67,#ffffff
Giant Killer // Chop Down,1,0.33,#ffffff
Gideon- Ally of Zendikar,4,5.55,#ffffff
Gideon Blackblade,3,2.74,#ffffff
Gideon- Champion of Justice,4,1.98,#ffffff
Gideon Jura,5,0.84,#ffffff
Gideon of the Trials,3,3.56,#ffffff
Gideon's Avenger,3,0.55,#ffffff
Gideon's Battle Cry,4,0.16,#ffffff
Gideon's Intervention,4,0.25,#ffffff
Gideon's Phalanx,7,0.15,#ffffff
Gideon's Resolve,5,0.17,#ffffff
Gift of Estates,2,8.38,#ffffff
Gift of Immortality,3,2.21,#ffffff
Gisela- the Broken Blade,4,30.69,#ffffff
Giver of Runes,1,8.07,#ffffff
Glarecaster,6,0.34,#ffffff
Gleam of Authority,2,0.29,#ffffff
Global Ruin,5,0.3,#ffffff
Glorious Anthem,3,0.33,#ffffff
Glorious Protector,4,0.86,#ffffff
Glory,5,2.16,#ffffff
Glory-Bound Initiate,2,0.2,#ffffff
Glowrider,3,3.44,#ffffff
God-Eternal Oketra,5,11.52,#ffffff
Godsend,3,16.66,#ffffff
Golden Wish,5,0.37,#ffffff
Goldmane Griffin,5,0.25,#ffffff
Goring Ceratops,7,0.35,#ffffff
Graceful Antelope,4,0.29,#ffffff
Grand Abolisher,2,24.94,#ffffff
Grasping Giant,6,0.64,#ffffff
Grasp of Fate,3,5.47,#ffffff
Graven Dominator,6,0.22,#ffffff
Greater Auramancy,2,47.66,#ffffff
Guan Yu- Sainted Warrior,5,37.49,#ffffff
Guardian Seraph,4,0.6,#ffffff
Gustcloak Savior,5,0.22,#ffffff
Haazda Shield Mate,3,0.2,#ffffff
Hallowed Burial,5,1.4,#ffffff
Hallowed Moonlight,2,0.27,#ffffff
Hallowed Spiritkeeper,3,5.54,#ffffff
Halvar- God of Battle // Sword of the Realms,4,7.43,#ffffff
Hanged Executioner,3,0.37,#ffffff
Hanna's Custody,3,1.44,#ffffff
Hanweir Militia Captain // Westvale Cult Leader,2,1.03,#ffffff
Happily Ever After,3,0.15,#ffffff
Harmonious Archon,6,0.72,#ffffff
Harsh Judgment,4,0.22,#ffffff
Harsh Mercy,3,2.03,#ffffff
Hazduhr the Abbot,5,2.11,#ffffff
Heavenly Blademaster,6,2.45,#ffffff
Hedron-Field Purists,3,0.23,#ffffff
Heliod- God of the Sun,4,5.89,#ffffff
Heliod's Intervention,2,2.33,#ffffff
Heliod- Sun-Crowned,3,21.91,#ffffff
Herald of Anafenza,1,0.16,#ffffff
Herald of Serra,4,13.73,#ffffff
Herald of the Forgotten,8,0.1,#ffffff
Herald of War,5,2.92,#ffffff
Heroes Remembered,9,0.77,#ffffff
Hero of Bladehold,4,7.1,#ffffff
Hero of Bretagard,3,0.14,#ffffff
Hero of Goma Fada,5,0.19,#ffffff
Hero of Iroas,2,0.35,#ffffff
Hero of Precinct One,2,0.27,#ffffff
Hidden Dragonslayer,2,0.18,#ffffff
Hidden Retreat,3,0.35,#ffffff
High Sentinels of Arashin,4,0.22,#ffffff
Hikari- Twilight Guardian,5,0.25,#ffffff
History of Benalia,3,1.59,#ffffff
Hixus- Prison Warden,5,0.17,#ffffff
Hokori- Dust Drinker,4,7.12,#ffffff
Hold the Line,3,0.19,#ffffff
Honor of the Pure,2,1.52,#ffffff
Honor the Fallen,2,0.76,#ffffff
Hoofprints of the Stag,2,0.12,#ffffff
Hour of Reckoning,7,0.43,#ffffff
Hour of Revelation,6,0.44,#ffffff
Huang Zhong- Shu General,4,25.57,#ffffff
Hundred-Handed One,4,0.22,#ffffff
Hunted Lammasu,4,0.49,#ffffff
Hushbringer,2,1.37,#ffffff
Hushwing Gryff,3,0.4,#ffffff
Icatian Lieutenant,2,1.33,#ffffff
Icatian Skirmishers,4,1.45,#ffffff
Icatian Town,6,0.23,#ffffff
Idol of Endurance,3,0.22,#ffffff
Idyllic Tutor,3,4.37,#ffffff
Ignite the Beacon,5,0.23,#ffffff
Imperial Mask,5,0.37,#ffffff
Imposing Sovereign,2,0.42,#ffffff
I'm Rubber- You're Glue,2,0.93,#ffffff
Increasing Devotion,5,0.14,#ffffff
Indestructibility,4,1.29,#ffffff
Indomitable Ancients,4,3.52,#ffffff
Indomitable Archangel,4,0.95,#ffffff
Infinite Authority,3,25.51,#ffffff
Inner Sanctum,3,8.9,#ffffff
Intervention Pact,0,2.3,#ffffff
Intrepid Hero,3,0.55,#ffffff
Invincible Hymn,8,0.47,#ffffff
Iona- Shield of Emeria,9,4.54,#ffffff
Isamaru- Hound of Konda,1,1.78,#ffffff
Isolate,1,0.28,#ffffff
Ivory Mask,4,0.85,#ffffff
Jabari's Influence,5,6.95,#ffffff
Jackknight,2,0.2,#ffffff
Jareth- Leonine Titan,6,0.37,#ffffff
Jazal Goldmane,4,4.67,#ffffff
Jeweled Spirit,5,0.25,#ffffff
Jhovall Queen,6,0.37,#ffffff
Just Fate,3,0.72,#ffffff
Kabira Evangel,3,0.62,#ffffff
Kalemne's Captain,5,0.1,#ffffff
Karmic Guide,5,6.67,#ffffff
Karmic Justice,3,10.93,#ffffff
Kataki- War's Wage,2,1.14,#ffffff
Keeper of the Accord,4,3.85,#ffffff
Kemba- Kha Regent,3,0.3,#ffffff
Kenrith- the Returned King,5,4.31,#d78f42
Kentaro- the Smiling Cat,2,1.93,#ffffff
Kindred Boon,4,2.9,#ffffff
Kinjalli's Sunwing,3,2.19,#ffffff
Kinsbaile Borderguard,3,1.42,#ffffff
Kinsbaile Cavalier,4,5.77,#ffffff
Kirtar's Wrath,6,0.37,#ffffff
Kitsune Mystic // Autumn-Tail- Kitsune Sage,4,0.5,#ffffff
Kiyomaro- First to Stand,5,0.36,#ffffff
Kjeldoran Knight,2,1.78,#ffffff
Kjeldoran Phalanx,6,1.64,#ffffff
Kjeldoran Royal Guard,5,0.23,#ffffff
Knight-Captain of Eos,5,2.71,#ffffff
Knight Exemplar,3,11.36,#ffffff
Knight of the White Orchid,2,1.68,#ffffff
Knights of Thorn,4,11.53,#ffffff
Konda- Lord of Eiganjo,7,2.67,#ffffff
Kongming's Contraptions,4,49.31,#ffffff
Kor Spiritdancer,2,1.87,#ffffff
Kytheon- Hero of Akros // Gideon- Battle-Forged,1,3.77,#ffffff
Kytheon's Irregulars,4,0.13,#ffffff
Land Tax,1,33.21,#ffffff
Lantern Scout,3,0.23,#ffffff
Launch the Fleet,1,0.36,#ffffff
Lavabrink Venturer,3,0.18,#ffffff
Legion Angel,4,0.65,#ffffff
Legion's Landing // Adanto- the First Fort,1,3.14,#ffffff
Lena- Selfless Champion,6,0.31,#ffffff
Leonin Abunas,4,0.77,#ffffff
Leonin Arbiter,2,7.08,#ffffff
Leonin Shikari,2,6.85,#ffffff
Leonin Warleader,4,3.66,#ffffff
Leyline of Sanctity,4,2.23,#ffffff
Leyline of the Meek,4,2.04,#ffffff
Lieutenant Kirtar,3,1.48,#ffffff
Lifeblood,4,48.48,#ffffff
Light from Within,4,1.53,#ffffff
Lightmine Field,4,1.96,#ffffff
Lightning Blow,2,2.09,#ffffff
Light of Sanction,3,0.39,#ffffff
Light of the Legion,6,0.2,#ffffff
Lightwielder Paladin,5,0.19,#ffffff
Limited Resources,1,3.65,#ffffff
Linden- the Steadfast Queen,3,0.44,#ffffff
Lin Sivvi- Defiant Hero,3,2.53,#ffffff
Linvala- Keeper of Silence,4,25.32,#ffffff
Linvala- the Preserver,6,1.0,#ffffff
Livio- Oathsworn Sentinel,2,0.14,#ffffff
Look at Me- I'm R&D,3,0.18,#ffffff
Look at Me- I'm the DCI,7,0.15,#ffffff
Loxodon Gatekeeper,4,3.47,#ffffff
Loxodon Lifechanter,6,0.11,#ffffff
Loxodon Peacekeeper,2,0.32,#ffffff
Loxodon Punisher,4,0.29,#ffffff
Loyal Sentry,1,0.23,#ffffff
Lumbering Battlement,5,0.16,#ffffff
Luminarch Ascension,2,10.88,#ffffff
Luminarch Aspirant,2,0.98,#ffffff
Luminate Primordial,7,0.34,#ffffff
Luminous Angel,7,1.36,#ffffff
Luminous Broodmoth,4,9.59,#ffffff
Lyra Dawnbringer,5,18.63,#ffffff
Mace of the Valiant,3,0.41,#ffffff
Mageta the Lion,5,1.3,#ffffff
Magus of the Balance,2,0.17,#ffffff
Magus of the Disk,4,0.14,#ffffff
Magus of the Moat,4,5.55,#ffffff
Magus of the Tabernacle,4,1.18,#ffffff
Major Teroh,4,0.54,#ffffff
Mandate of Peace,2,0.23,#ffffff
Mangara of Corondor,3,0.16,#ffffff
Mangara- the Diplomat,4,9.02,#ffffff
Marble Titan,4,2.65,#ffffff
March of Souls,5,0.99,#ffffff
Mark of Asylum,2,1.62,#ffffff
Marshal's Anthem,4,0.2,#ffffff
Martial Coup,2,0.31,#ffffff
Martial Law,4,0.19,#ffffff
Martyr's Bond,6,1.36,#ffffff
Masako the Humorless,3,3.02,#ffffff
Mass Calcify,7,0.92,#ffffff
Master Apothecary,3,0.97,#ffffff
Master Healer,5,0.2,#ffffff
Master of Pearls,2,0.13,#ffffff
Master Trinketeer,3,0.21,#ffffff
Mastery of the Unseen,2,0.18,#ffffff
Maul of the Skyclaves,3,0.97,#ffffff
Mavren Fein- Dusk Apostle,3,0.73,#ffffff
Mentor of the Meek,3,1.22,#ffffff
Mercenaries,4,1.61,#ffffff
Mercenary Informer,3,0.25,#ffffff
Mesa Enchantress,3,1.1,#ffffff
Michiko Konda- Truth Seeker,4,21.94,#ffffff
Mikaeus- the Lunarch,1,4.13,#ffffff
Militia's Pride,2,1.54,#ffffff
Mirran Crusader,3,1.21,#ffffff
Mirror Entity,3,6.58,#ffffff
Mirror-Sigil Sergeant,6,2.08,#ffffff
Mobilization,3,0.48,#ffffff
Monastery Mentor,3,14.13,#ffffff
Morningtide,2,0.32,#ffffff
Mother of Runes,1,6.65,#ffffff
Munda's Vanguard,5,0.15,#ffffff
Myojin of Cleansing Fire,8,3.31,#ffffff
Mystic Barrier,5,1.24,#ffffff
Mystic Crusader,3,0.23,#ffffff
Mythos of Snapdax,4,0.4,#d78f42
Myth Realized,1,0.41,#ffffff
Nahiri- the Lithomancer,5,10.9,#ffffff
Near-Death Experience,5,0.46,#ffffff
Nevermore,3,0.8,#ffffff
Nine Lives,3,0.25,#ffffff
Noble Purpose,5,0.4,#ffffff
Nomad Mythmaker,3,3.18,#ffffff
Nomads' Assembly,6,0.35,#ffffff
Norn's Annex,5,4.09,#ffffff
Northern Paladin,4,0.78,#ffffff
Null Chamber,4,5.38,#ffffff
Oath of Gideon,3,0.36,#ffffff
Oath of Lieges,2,6.8,#ffffff
Oblation,3,1.27,#ffffff
Oddly Uneven,5,0.14,#ffffff
Odric- Lunarch Marshal,4,0.29,#ffffff
Odric- Master Tactician,4,0.21,#ffffff
Ojutai Exemplars,4,0.53,#ffffff
Oketra's Last Mercy,3,0.23,#ffffff
Oketra the True,4,6.46,#ffffff
Once More with Feeling,4,1.07,#ffffff
Ondu Inversion // Ondu Skyruins,8,0.38,#ffffff
On Thin Ice,1,1.26,#ffffff
Opal Archangel,5,5.74,#ffffff
Opal Avenger,3,0.22,#ffffff
Opalescence,4,29.4,#ffffff
Opal-Eye- Konda's Yojimbo,3,3.28,#ffffff
Opal Guardian,3,0.21,#ffffff
Opal Titan,4,0.27,#ffffff
Open the Vaults,6,2.0,#ffffff
Oracle en-Vec,2,0.48,#ffffff
Oracle's Attendants,4,0.16,#ffffff
Order of Whiteclay,3,2.35,#ffffff
Orim's Chant,1,17.39,#ffffff
Oriss- Samite Guardian,3,0.88,#ffffff
Overwhelming Splendor,8,7.99,#ffffff
Oyobi- Who Split the Heavens,7,0.91,#ffffff
Pack Leader,2,0.32,#ffffff
Paladin of Atonement,2,0.24,#ffffff
Paliano Vanguard,2,0.14,#ffffff
Palisade Giant,6,0.21,#ffffff
Pang Tong- "Young Phoenix",3,69.99,#ffffff
Parhelion II,8,0.24,#ffffff
Pariah,3,1.46,#ffffff
Path of Bravery,3,0.29,#ffffff
Path to Exile,1,6.36,#ffffff
Patron of the Kitsune,6,1.37,#ffffff
Peacekeeper,3,47.72,#ffffff
Pearl Dragon,6,0.38,#ffffff
Pegasus Refuge,4,0.39,#ffffff
Pentarch Paladin,5,0.84,#ffffff
Personal Sanctuary,3,0.28,#ffffff
Phyrexian Rebirth,6,0.34,#ffffff
Phyrexian Unlife,3,4.42,#ffffff
Pianna- Nomad Captain,3,0.51,#ffffff
Planar Birth,2,2.43,#ffffff
Planar Cleansing,6,0.27,#ffffff
Planar Collapse,2,1.73,#ffffff
Planar Guide,1,0.57,#ffffff
Planar Outburst,5,0.15,#ffffff
Planeswalker's Mirth,3,0.25,#ffffff
Play of the Game,8,0.38,#ffffff
Plea for Guidance,6,0.63,#ffffff
Porphyry Nodes,1,0.33,#ffffff
Possessed Nomad,4,0.17,#d78f42
Precinct Captain,2,0.29,#ffffff
Preeminent Captain,3,0.41,#ffffff
Priest of the Wakening Sun,1,0.34,#ffffff
Pristine Angel,6,0.42,#ffffff
Proclamation of Rebirth,3,1.42,#ffffff
Profound Journey,7,0.15,#ffffff
Promise of Bunrei,3,0.78,#ffffff
Promise of Tomorrow,3,0.25,#ffffff
Proper Burial,4,1.5,#ffffff
Protector of the Crown,6,3.56,#ffffff
Providence,7,0.16,#ffffff
Pulmonic Sliver,5,0.61,#ffffff
Pulsemage Advocate,3,0.9,#ffffff
Pulse of the Fields,3,0.34,#ffffff
Pure Intentions,1,0.27,#ffffff
Purelace,1,0.3,#ffffff
Pure Reflection,3,0.3,#ffffff
Puresteel Paladin,2,12.14,#ffffff
Purify,5,0.32,#ffffff
