name,cmc,release_year,price,color,image
Hexdrinker,1,2019,6.42,#087500,https://cards.scryfall.io/normal/front/8/9/89f5cc05-5d9d-4709-b3c5-a6249c294acc.jpg?1562202103
Hogaak- Arisen Necropolis,7,2019,0.76,#d78f42,https://cards.scryfall.io/normal/front/0/0/0049e68d-0caf-474f-9523-dad343f1250a.jpg?1570653053
Ice-Fang Coatl,2,2019,3.6,#d78f42,https://cards.scryfall.io/normal/front/6/a/6a55cfed-e76c-4ade-ac78-a546e05fe8da.jpg?1562202341
Kaya's Guile,3,2019,1.4,#d78f42,https://cards.scryfall.io/normal/front/1/7/179bd74b-c458-49d6-90ac-6075454e43dd.jpg?1562202355
Kess- Dissident Mage,4,2019,0.54,#d78f42,https://cards.scryfall.io/normal/front/3/6/3651483f-6077-4b4e-b2c7-9d57f22c65dc.jpg?1562202361
Lightning Skelemental,3,2019,1.52,#d78f42,https://cards.scryfall.io/normal/front/5/7/5734012b-31db-4125-8fea-c88666969cd6.jpg?1562202372
Marit Lage's Slumber,2,2019,0.49,#341aff,https://cards.scryfall.io/normal/front/4/f/4f5d2a6e-22cd-4493-9e58-e9c2aa3a31ab.jpg?1562201406
Mirrodin Besieged,3,2019,5.51,#341aff,https://cards.scryfall.io/normal/front/d/8/d8423d8d-744a-4bbe-a853-8ad756451bdb.jpg?1562201412
Mist-Syndicate Naga,3,2019,1.11,#341aff,https://cards.scryfall.io/normal/front/6/5/65c8f074-e260-4f8e-85d1-1904ca928b51.jpg?1562201419
Morophon- the Boundless,7,2019,22.02,#d78f42,https://cards.scryfall.io/normal/front/9/6/9693e59b-032d-4ddc-a7d1-88a0f52dcc6c.jpg?1582021950
Mox Tantalite,0,2019,5.74,#8c8d8b,https://cards.scryfall.io/normal/front/d/c/dcd05b01-dc73-4dd2-970a-32ec6e153c86.jpg?1562202480
Nether Spirit,3,2019,0.12,#000000,https://cards.scryfall.io/normal/front/8/2/82f1f3e1-d986-4c0b-850e-5e8f2eaa0642.jpg?1562201679
Nurturing Peatland,0,2019,6.41,#d78f42,https://cards.scryfall.io/normal/front/2/7/2744ac83-a79f-4042-8720-688b5adda382.jpg?1562202580
On Thin Ice,1,2019,1.31,#ffffff,https://cards.scryfall.io/normal/front/b/7/b7d4f6b0-ea17-4374-a80c-ba4dd207e9d6.jpg?1562201170
Pashalik Mons,3,2019,2.89,#ff1a1a,https://cards.scryfall.io/normal/front/1/1/11616853-34b1-4bb1-9590-461e12970ec3.jpg?1562201917
Plague Engineer,3,2019,1.35,#000000,https://cards.scryfall.io/normal/front/8/f/8f32b0e9-5eb2-4b26-8c06-5d4561f0295d.jpg?1562201691
Planebound Accomplice,3,2019,0.29,#ff1a1a,https://cards.scryfall.io/normal/front/8/5/85fb9418-a22b-4f92-b494-f68c29bcb92a.jpg?1562201928
Prismatic Vista,0,2019,24.27,#8c8d8b,https://cards.scryfall.io/normal/front/e/3/e37da81e-be12-45a2-9128-376f1ad7b3e8.jpg?1562202585
Ranger-Captain of Eos,3,2019,19.15,#ffffff,https://cards.scryfall.io/normal/front/a/f/af3928b4-813a-4120-8799-de34235d60ac.jpg?1623189435
Reap the Past,2,2019,0.26,#d78f42,https://cards.scryfall.io/normal/front/c/0/c0b7e59a-5302-4a73-816a-b759adff3ee6.jpg?1562202391
Scrapyard Recombiner,3,2019,0.4,#8c8d8b,https://cards.scryfall.io/normal/front/8/9/8945f5e0-c143-47ca-910e-32ad9ac34487.jpg?1562202487
Seasoned Pyromancer,3,2019,15.75,#ff1a1a,https://cards.scryfall.io/normal/front/2/e/2e139ad1-1079-49e9-babd-6399c44ad333.jpg?1562201956
Serra the Benevolent,4,2019,10.66,#ffffff,https://cards.scryfall.io/normal/front/8/8/88bf4af9-4b14-43e7-9d50-0e6a895cece1.jpg?1591605156
Silent Clearing,0,2019,5.46,#d78f42,https://cards.scryfall.io/normal/front/a/c/ac07e230-0297-4e1d-bdfe-119010e0ad8e.jpg?1562202597
Sisay- Weatherlight Captain,3,2019,3.16,#d78f42,https://cards.scryfall.io/normal/front/5/a/5a293c45-1e73-4527-be2f-2dcd5c47b610.jpg?1650730165
Spiteful Sliver,3,2019,1.43,#ff1a1a,https://cards.scryfall.io/normal/front/6/5/6506d58f-9825-4384-9012-1d037543fb59.jpg?1562201977
Sunbaked Canyon,0,2019,19.15,#d78f42,https://cards.scryfall.io/normal/front/c/3/c36820fa-ee86-4206-9a0d-737a67cf5208.jpg?1562202603
Sword of Sinew and Steel,3,2019,8.27,#8c8d8b,https://cards.scryfall.io/normal/front/c/0/c081e5cf-81e2-4afb-a912-8267de29e88d.jpg?1562202493
Sword of Truth and Justice,3,2019,24.35,#8c8d8b,https://cards.scryfall.io/normal/front/2/b/2be8d24e-1370-4e85-90f2-66b6d6e9c4a4.jpg?1562202498
Tectonic Reformation,2,2019,0.24,#ff1a1a,https://cards.scryfall.io/normal/front/3/6/36223e7e-bfa7-4393-b2a4-047f1dd30b93.jpg?1562201982
The First Sliver,5,2019,22.28,#d78f42,https://cards.scryfall.io/normal/front/0/6/06d4fbe1-8a2f-4958-bb85-1a1e5f1e8d87.jpg?1562202321
Unbound Flourishing,3,2019,14.45,#087500,https://cards.scryfall.io/normal/front/6/f/6f594d07-932e-4fe6-832d-d0a0be3530aa.jpg?1562202252
Unsettled Mariner,2,2019,1.9,#d78f42,https://cards.scryfall.io/normal/front/e/a/eaea2e54-ee50-47b9-a2a5-e3353831248c.jpg?1562202420
Urza- Lord High Artificer,4,2019,48.21,#341aff,https://cards.scryfall.io/normal/front/9/e/9e7fb3c0-5159-4d1f-8490-ce4c9a60f567.jpg?1567181307
Waterlogged Grove,0,2019,4.85,#d78f42,https://cards.scryfall.io/normal/front/0/a/0ab6bfbd-d2e1-4c4c-9f91-6f69c5b8e3bb.jpg?1562202616
Winds of Abandon,2,2019,1.99,#ffffff,https://cards.scryfall.io/normal/front/3/b/3bb17913-fe4d-4acd-9b75-71f5a90f898b.jpg?1562201278
Wrenn and Six,2,2019,51.84,#d78f42,https://cards.scryfall.io/normal/front/4/a/4a706ecf-3277-40e3-871c-4ba4ead16e20.jpg?1582053605
Yawgmoth- Thran Physician,4,2019,40.39,#000000,https://cards.scryfall.io/normal/front/8/6/8690cbcc-f8fd-41f7-9e28-e61c12b04014.jpg?1665611812
